Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
Televisa,2.3525515,Mexico,-307567500.0,1264091761.913625,-0.202987,4953122592.5,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
RLJ Lodging Trust,8.800638,United States,84602500.0,1369933735.8527498,30.1835,1684776250.0,155663002.5973969,1.3661471477201766e-05,Empresas de Baixo Potencial
Embecta,13.372398,United States,208875000.0,771611412.0576,17.0602,1398625000.0,57701798.29059829,1.3661471477201766e-05,Empresas de Baixo Potencial
Huntington Bancshares,13.92958125,United States,1220532500.0,15534204037.670837,9.51623,9015000000.0,468084400.97929186,2.6138629895987405e-06,Empresas de Muito Alto Potencial
Prudential Financial,114.51782574999999,United States,1220532500.0,15534204037.670837,41.2009,10562148750.0,357000015.23683095,1.2907302192753228e-06,Empresas de Muito Alto Potencial
Permian Resources,12.8295015,United States,1220532500.0,10296149692.928,8.18788,5462886250.0,468084400.97929186,5.122181744912283e-06,Empresas de Alto Potencial
Westwood Holdings Group,13.5533635,United States,5476250.0,125863714.934,30.2766,113161250.0,9286529.86647927,1.3661471477201766e-05,Empresas de Baixo Potencial
Brookfield Renewable,31.25464675,United States,1220532500.0,5631492992.69125,8.75449,5142500000.0,180180983.5745864,9.35375842043385e-06,Empresas de Alto Potencial
Heritage Financial,20.3538565,United States,64046250.0,702130717.9296,9.62613,272002500.0,34496200.65512401,1.3661471477201766e-05,Empresas de Baixo Potencial
Kaiser Aluminum,68.70021849999999,United States,119625000.0,1105187259.3152,70.237755,3720250000.0,16087099.625675865,1.3661471477201766e-05,Empresas de Baixo Potencial
Patterson-UTI Energy,7.22433325,United States,237463750.0,2839524037.23525,4.69753,6817903750.0,393049979.6967768,1.3661471477201766e-05,Empresas de Potencial Mediano
Laureate Education,15.8201945,United States,429200000.0,2413307508.30075,25.2273,1931978750.0,152546007.46537915,1.3661471477201766e-05,Empresas de Baixo Potencial
Premier,18.9823285,United States,159965000.0,1901801565.856,12.9805,1682951250.0,100188002.00702457,1.3661471477201766e-05,Empresas de Baixo Potencial
Lifevantage,12.274699375,United States,5436250.0,153237348.90240002,0.0,250205000.0,12484000.155189138,1.3661471477201766e-05,Empresas de Baixo Potencial
Alexandria Real Estate Equities,113.284403,United States,586002500.0,15534204037.670837,59.0341,3786566250.0,174926009.6182989,2.6478399339959585e-06,Empresas de Muito Alto Potencial
HF Sinclair,42.56499050000001,United States,1220532500.0,8122122982.656,3.91782,10562148750.0,190816980.98008502,6.456424645622854e-06,Empresas de Potencial Mediano
Tompkins Financial,54.7944485,United States,24046250.0,788831829.9712,60.5053,277420000.0,14396199.826177645,1.3661471477201766e-05,Empresas de Baixo Potencial
Camden National Bank,38.193245,United States,66883750.0,556704739.12,11.6512,195558750.0,14576000.0,1.3661471477201766e-05,Empresas de Baixo Potencial
Black Hills,58.137547999999995,United States,407490000.0,4055006530.470375,15.8161,2659822500.0,69748495.93709,1.2875749917459092e-05,Empresas de Alto Potencial
Regions Financial,21.83491625,United States,1220532500.0,15534204037.670837,9.51653,8930000000.0,468084400.97929186,2.6076891515359742e-06,Empresas de Muito Alto Potencial
Rayonier,30.616505250000003,United States,261992500.0,4623398699.72475,58.4545,1263365000.0,151010007.9016938,1.1268658271479312e-05,Empresas de Alto Potencial
United Security Bancshares,8.229168,United States,30645000.0,142552231.43039998,8.38835,65903750.0,17322800.0,1.3661471477201766e-05,Empresas de Baixo Potencial
NexPoint Residential,41.150126025000006,United States,250315000.0,2113252293.0176249,37.4138,338181250.0,51354697.95970388,1.3661471477201766e-05,Empresas de Baixo Potencial
National Bank of Canada,88.72928955,Canada,1220532500.0,15534204037.670837,13.3744,10134128510.0,340384158.1919045,1.721886740070907e-06,Empresas de Muito Alto Potencial
Viatris,11.053182249999999,United States,-91750000.0,13192193606.605,7.54902,10562148750.0,468084400.97929186,3.937783324677022e-06,Empresas de Muito Alto Potencial
Solaris Oilfield Infrastructure,10.781734,United States,46997500.0,474427536.36,14.5128,343498750.0,44002897.52650177,1.3661471477201766e-05,Empresas de Baixo Potencial
Navient,14.829646499999999,United States,262500000.0,1622511650.233625,5.41053,1482500000.0,109410001.7983318,1.3661471477201766e-05,Empresas de Baixo Potencial
CVS Health,59.661468,United States,1220532500.0,15534204037.670837,9.21622,10562148750.0,468084400.97929186,6.892068627673513e-07,Empresas de Muito Alto Potencial
Matthews International Corporation,21.749195750000002,United States,16443750.0,665473188.0704,-11.6858,2286512500.0,30597599.8248303,1.3661471477201766e-05,Empresas de Baixo Potencial
Centerspace,67.319166,United States,-8963750.0,1085730214.496,26.2198,322731250.0,16128099.60384833,1.3661471477201766e-05,Empresas de Baixo Potencial
Elme Communities,16.582154499999998,United States,-22698750.0,1459405395.41125,-28.623,293898750.0,88010601.72315064,1.3661471477201766e-05,Empresas de Baixo Potencial
Citizens Financial Group,38.650421,United States,1220532500.0,15534204037.670837,10.099,9896250000.0,448300033.51405925,2.9705470924096293e-06,Empresas de Muito Alto Potencial
Eversource Energy,64.518963,United States,1220532500.0,15534204037.670837,19.9763,10562148750.0,357384979.27369046,2.2320239558213722e-06,Empresas de Muito Alto Potencial
ManpowerGroup,69.795536,United States,293000000.0,3311651521.13925,16.6545,10562148750.0,47447898.689957045,1.3661471477201766e-05,Empresas de Potencial Mediano
Evergy,58.7566405,United States,1220532500.0,13511559448.47375,18.8267,7044625000.0,229957998.50867492,3.796721258980565e-06,Empresas de Muito Alto Potencial
Boise Cascade,134.76215050000002,United States,758772500.0,5232693125.606375,11.1322,8652233750.0,38829100.79864282,9.792352383374703e-06,Empresas de Potencial Mediano
New Fortress Energy,8.8292115,United States,762338750.0,1810580080.39675,5.11518,2988933750.0,205067018.77022088,1.3661471477201766e-05,Empresas de Baixo Potencial
Williams Companies,42.898348000000006,United States,1220532500.0,15534204037.670837,20.2511,10562148750.0,468084400.97929186,9.771666069499283e-07,Empresas de Muito Alto Potencial
Travel + Leisure,44.050812500000006,United States,948750000.0,3078491029.657625,9.91277,4778750000.0,69884999.95675732,1.3661471477201766e-05,Empresas de Potencial Mediano
Apache Corporation,22.982618499999997,United States,1220532500.0,8501385463.859251,5.01534,10562148750.0,369904998.59096783,5.995302202996761e-06,Empresas de Potencial Mediano
Plymouth Industrial REIT,21.3825025,United States,79803750.0,981140415.1424,-52.23688250000001,249328750.0,45885200.534521155,1.3661471477201766e-05,Empresas de Baixo Potencial
NL Industries,7.029081000000001,United States,32560000.0,343354445.67840004,-14.4706,196722500.0,48847700.81300813,1.3661471477201766e-05,Empresas de Baixo Potencial
EOG Resources,116.065557,United States,1220532500.0,15534204037.670837,9.03616,10562148750.0,468084400.97929186,7.688342810668231e-07,Empresas de Muito Alto Potencial
Associated Banc-Corp,20.38243,United States,210917500.0,3075728955.1359997,8.71545,1351748750.0,150900994.39252335,1.3661471477201766e-05,Empresas de Baixo Potencial
Interpublic Group,29.99741275,United States,1220532500.0,11266758479.82075,13.0123,10562148750.0,375591007.58850443,4.491165324137226e-06,Empresas de Muito Alto Potencial
Central Securities,43.6698325,United States,279545000.0,1239690389.1327999,0.0,288055486.25,28387798.124318432,1.3661471477201766e-05,Empresas de Baixo Potencial
Gladstone Land,13.200956999999999,United States,22130000.0,473101177.3488,-46.1333,111918750.0,35838400.0,1.3661471477201766e-05,Empresas de Baixo Potencial
First Bancorp,24.877994,United States,180015000.0,1604682151.974375,8.94521,481176250.0,64502071.66921798,1.3661471477201766e-05,Empresas de Baixo Potencial
Tamarack Valley Energy,2.7174922419999996,Canada,223187500.0,1478762200.582625,26.4619,1677873902.5,468084400.97929186,1.3661471477201766e-05,Empresas de Baixo Potencial
Portland General Electric,45.57949475,United States,421250000.0,4697741613.00475,21.4688,4017500000.0,103066996.21774,1.0651155197953925e-05,Empresas de Alto Potencial
A-Mark Precious Metals,42.73300268,United States,103472500.0,980867755.3759999,6.91091,10562148750.0,22953401.20892249,1.3661471477201766e-05,Empresas de Potencial Mediano
Flowers Foods,22.1254135,United States,211617500.0,4659545594.470375,22.1393,6412610000.0,210596994.92036048,1.0730660101134439e-05,Empresas de Potencial Mediano
United Bankshares,35.012062,United States,560928750.0,4734296186.82875,12.8636,1287263750.0,135219005.00543925,1.054974657879525e-05,Empresas de Alto Potencial
Landmark Bancorp,19.277588,United States,16215000.0,106073190.7012,9.97573,70323750.0,5502409.881422924,1.3661471477201766e-05,Empresas de Baixo Potencial
PotlatchDeltic,42.8316765,United States,31125000.0,3379976291.46875,54.3735,1336012500.0,78913004.75872688,1.3661471477201766e-05,Empresas de Baixo Potencial
ATCO,33.76149515,Canada,1220532500.0,3774201083.075125,12.9913,4361069616.25,111790104.86077733,1.3195905280017815e-05,Empresas de Alto Potencial
Chartwell Retirement Residences,10.68744145,Canada,58970375.0,2916582198.785,70.237755,716968662.5,272898075.0378754,1.3661471477201766e-05,Empresas de Baixo Potencial
Huntsman Corporation,23.244542250000002,United States,-11250000.0,4021398852.185625,52.234,7441250000.0,173004002.78631532,1.2357515836309323e-05,Empresas de Potencial Mediano
American Software,10.4864745,United States,14105000.0,372066409.0496,34.5938,128507500.0,35480600.18165304,1.3661471477201766e-05,Empresas de Baixo Potencial
Pinnacle West Capital,84.139433,United States,915282500.0,9559249277.23525,20.9667,6112548750.0,113612000.18111901,5.192314120126748e-06,Empresas de Alto Potencial
Home Federal Bancorp (HFB Bank),12.000869999999999,United States,6057500.0,37732777.3328,0.0,26812500.0,3144170.158730159,1.3661471477201766e-05,Empresas de Baixo Potencial
Agree Realty,70.8527555,United States,356621250.0,7154144603.59675,43.7602,728756250.0,100972002.47345003,6.913772049719667e-06,Empresas de Alto Potencial
Radius Recycling (Schnitzer Steel),17.9651119,United States,-416182500.0,503732731.3088,-20.7065,3357258750.0,28039498.67458382,1.3661471477201766e-05,Empresas de Baixo Potencial
Parkland Corp,24.492537485,Canada,696962500.0,4264373946.6028748,13.4459,10562148750.0,174109111.77392346,1.1545041691106837e-05,Empresas de Potencial Mediano
Ryman Hospitality Properties,102.65029874999999,United States,340018750.0,6148752891.31525,26.2909,2879011250.0,59899999.96288613,7.99269801026068e-06,Empresas de Alto Potencial
Russel Metals,28.733797335000002,Canada,253015000.0,1685729319.849,8.25467,3938697915.0,58667126.387630306,1.3661471477201766e-05,Empresas de Baixo Potencial
Arhaus,12.0675415,United States,140760000.0,1696406774.8607502,12.4804,1594000000.0,140576005.05129814,1.3661471477201766e-05,Empresas de Baixo Potencial
Marriott Vacations Worldwide,71.871877,United States,521250000.0,2519597880.4607496,9.46782,5893750000.0,35056798.09170352,1.3661471477201766e-05,Empresas de Potencial Mediano
Kodiak Gas Services,27.71153275,United States,311655000.0,2314179072.486375,31.4003,1227635000.0,83509602.0622091,1.3661471477201766e-05,Empresas de Baixo Potencial
SpartanNash,21.296686755,United States,133161250.0,718650315.5136,18.6891,10562148750.0,33744700.46824896,1.3661471477201766e-05,Empresas de Potencial Mediano
Maple Leaf Foods,15.47636005,Canada,180761250.0,1905621406.5838752,-16.743,4471154617.5,123131110.9606729,1.3661471477201766e-05,Empresas de Baixo Potencial
Provident Financial Holdings,13.7057555,United States,12983750.0,94061097.03040001,12.2991,48580000.0,6862890.340514245,1.3661471477201766e-05,Empresas de Baixo Potencial
Invitation Homes,33.164308999999996,United States,597973750.0,15534204037.670837,43.2099,3176882500.0,468084400.97929186,2.39076410105482e-06,Empresas de Muito Alto Potencial
Myers Industries,13.1723835,United States,89891250.0,490305075.9696,10.2206,1020266250.0,37222198.69848156,1.3661471477201766e-05,Empresas de Baixo Potencial
Hasbro,68.176371,United States,-871390937.5,9504264293.017624,-17.98,5681125000.0,139407013.80273855,5.107575768454063e-06,Empresas de Alto Potencial
Monro,27.059104500000004,United States,84152500.0,809632728.4032,26.1464,1553753750.0,29920898.83843717,1.3661471477201766e-05,Empresas de Baixo Potencial
Localiza,7.058587900999999,Brazil,380465000.0,7714969762.378,29.246,8041701256.25,468084400.97929186,6.29181014249861e-06,Empresas de Potencial Mediano
OP Bancorp (Open Bank),11.8199045,United States,36440000.0,175072882.34,0.0,99708750.0,14811700.241740532,1.3661471477201766e-05,Empresas de Baixo Potencial
Atlas Energy Solutions,20.220418255000002,United States,228513750.0,3076091770.009625,25.3307,973673750.0,152127999.09561637,1.3661471477201766e-05,Empresas de Baixo Potencial
Jack in the Box,43.412670999999996,United States,99823750.0,830310798.8831999,6.95406,1993175000.0,19126001.22860904,1.3661471477201766e-05,Empresas de Baixo Potencial
Simmons First National,20.187177749999996,United States,209600000.0,2534520348.928,11.3763,944186250.0,125550999.76409532,1.3661471477201766e-05,Empresas de Baixo Potencial
PCB Bancorp,17.772717,United States,41926250.0,253332300.4984,8.04762,121927500.0,14253999.571275456,1.3661471477201766e-05,Empresas de Baixo Potencial
First Horizon National,14.7724995,United States,1107500000.0,7916479122.176,8.86286,3905000000.0,468084400.97929186,6.108255229846225e-06,Empresas de Alto Potencial
Africa Oil,1.221821909,Canada,-39875000.0,541284150.7322,32.439,0.0,443013950.515271,1.3661471477201766e-05,Empresas de Baixo Potencial
Grosvenor Capital Management,10.896028,United States,61606250.0,2036249590.726375,45.8,584730000.0,186879988.81118652,1.3661471477201766e-05,Empresas de Baixo Potencial
Energizer Holdings,29.7640625,United States,21125000.0,2136943519.078375,-9.19118,3615500000.0,71796097.02399915,1.3661471477201766e-05,Empresas de Baixo Potencial
Retail Opportunity Investments,14.7724995,United States,46130000.0,1882814132.224,53.8966,418807500.0,127453998.71050936,1.3661471477201766e-05,Empresas de Baixo Potencial
Lamar Advertising,126.561556,United States,643801250.0,12947500332.390001,32.9062,2702398750.0,102302000.24081562,3.6945548385377033e-06,Empresas de Alto Potencial
Arrow Financial,26.954335,United States,49438750.0,451018784.1104,13.9884,169776250.0,16732699.363957597,1.3661471477201766e-05,Empresas de Baixo Potencial
Community Trust Bancorp,46.0700065,United States,123770000.0,831660321.4784,10.5284,294308750.0,18052099.069671284,1.3661471477201766e-05,Empresas de Baixo Potencial
Riverview Bancorp,4.526137645,United States,2692500.0,95487928.0872,7.49206,58590000.0,21097000.483996548,1.3661471477201766e-05,Empresas de Baixo Potencial
Federal Realty Investment Trust,108.3983345,United States,373941250.0,9137859307.72475,24.4925,1457238750.0,84298890.29083514,5.2143777218938175e-06,Empresas de Alto Potencial
AT&T,20.721978425,United States,1220532500.0,15534204037.670837,-14.3137,10562148750.0,468084400.97929186,3.2038128965379e-07,Empresas de Muito Alto Potencial
Enact Holdings,34.440591999999995,United States,1132616250.0,5362331171.302375,8.98511,1482057500.0,155697996.4601763,8.851770523615695e-06,Empresas de Alto Potencial
COPT Defense Properties,28.8687595,United States,-144817500.0,3314451145.049625,-52.23688250000001,911117500.0,114810999.93401605,1.3661471477201766e-05,Empresas de Baixo Potencial
Macerich,16.99647025,United States,-89243750.0,3847184805.4400005,-11.5806,1101430000.0,226351986.5508546,1.2308675666695502e-05,Empresas de Baixo Potencial
Canaccord Genuity Group,6.1933537475,Canada,69081000.0,598736089.0291001,-5.73674,1445402620.0,96673969.13518544,1.3661471477201766e-05,Empresas de Baixo Potencial
